"V1" "V2" "V3" "V4" "V5" "V6"
"157" 154141.680525659 3784.82778416488 18670.3240507614 28030.4908065027 0 0
"158" 151789.450981142 3133.50474891541 18684.8344110257 28010.3964041587 0 0
"159" 147018.354955105 2312.54457668388 18696.9598884404 27991.358378336 0 0
"160" 140141.87958515 1458.53767849924 18704.7818845881 27972.4407011018 0 0
"161" 131293.049911501 738.351410134319 18706.0901790546 27952.906228286 0 0
"162" 120546.270813714 278.143633877426 18699.8547096693 27932.349722726 0 0
"163" 108010.883224897 72.9248466376935 18687.4795372911 27910.8519365127 0 0
"164" 93814.9906693513 12.8111304840367 18671.6188796353 27888.7430074782 0 0
"165" 78041.1371205342 1.49255984293297 18654.0313017989 27866.1669072441 0 0
"166" 0 0 18636.9689407305 27396.4875667679 0 0
"167" 80666.2939156581 301.530292079236 18622.5596007141 27270.6143369892 0 0
"168" 117737.768617046 2662.49675842298 18481.2795946884 27130.8423039988 0 0
"169" 138443.808284082 3879.10867534144 18477.1446165896 27072.4550627826 0 0
"170" 149585.479929263 4253.31687974562 18490.6035871118 27033.2372097645 0 0
"171" 154495.443387173 4206.33103437536 18504.2000966308 27001.2295763933 0 0
"172" 155215.330814313 3822.89792390191 18517.390337575 26973.6168138303 0 0
"173" 152886.982184579 3172.42246921865 18529.7028935004 26948.6955974917 0 0
"174" 148136.978036919 2349.32763216682 18539.9292502178 26925.2941108394 0 0
"175" 141280.762529467 1489.32185941735 18546.0923209571 26902.6140284428 0 0
"176" 132451.165982091 759.506867590765 18545.9298455348 26880.151614645 0 0
"177" 121720.388306356 288.936209206784 18538.3306399309 26857.6529912319 0 0
"178" 109196.087098923 76.6492407309424 18524.6140348068 26835.0668650574 0 0
"179" 95007.7320114022 13.6383572079507 18507.410362406 26812.3847879999 0 0
"180" 79239.5243724153 1.609987087078 18488.4949908936 26789.4782944246 0 0
"181" 0 0 18353.8031894318 26147.8083178687 0 0
"182" 81281.7963436103 326.866943632544 18320.2010988868 25999.933716051 0 0
"183" 118580.502598514 2715.81866559315 18169.0357645375 25862.0357169354 0 0
"184" 139481.690757664 3907.67805803099 18159.5576065046 25796.9844767044 0 0
"185" 150713.052886529 4284.56716202911 18167.9703189945 25749.5877163792 0 0
"186" 155676.435053089 4241.98343528553 18177.4621401963 25710.4666963052 0 0
"187" 156432.703673332 3861.5956173086 18187.2425366551 25676.5169955063 0 0
"188" 154132.396656192 3212.01971168661 18196.645705215 25645.822997814 0 0
"189" 149406.745150938 2386.81997858929 18204.3537639984 25617.1965283108 0 0
"190" 142573.399064061 1520.80999083343 18208.3421907326 25590.0086078551 0 0
"191" 133765.070408978 781.282593993911 18206.320298242 25564.0475790137 0 0
"192" 123051.76178146 300.152435557038 18197.1078380089 25539.2657238981 0 0
"193" 110539.502099865 80.5674235078478 18181.9152619539 25515.4753251425 0 0
"194" 96359.3235321525 14.5203868130586 18163.3032270091 25492.2562769689 0 0
"195" 80597.3029331813 1.73691756464695 18143.0316467969 25469.1312499754 0 0
"196" 0 0 17911.8879616194 24677.0426373704 0 0
"197" 81965.4702231935 354.11529057046 17855.9046532766 24503.783756831 0 0
"198" 119529.837107935 2767.61948830541 17694.5191596692 24369.0070280004 0 0
"199" 140644.260425427 3936.59190049301 17678.1518030456 24295.6296875652 0 0
"200" 151977.840943258 4316.64931845365 17680.271048908 24238.5095349687 0 0
"201" 157003.062367576 4278.65845950058 17684.6380483804 24190.9563593407 0 0
"202" 157801.636625873 3901.4352078412 17690.1382552274 24149.4921587864 0 0
"203" 155533.824812261 3252.82554483613 17695.8710134075 24111.9444933674 0 0
"204" 150836.075644785 2425.52718323112 17700.3958624493 24077.1025649689 0 0
"205" 144028.512097458 1553.43386783219 17701.6502361872 24044.5366849371 0 0
"206" 135243.794878246 803.987020109034 17697.3385602294 24014.389371891 0 0
"207" 124549.688568168 311.960794394821 17686.2256265107 23986.8839912157 0 0
"208" 112050.595879969 84.7437401252404 17669.391003963 23961.7023950237 0 0
"209" 97879.3179371797 15.4733975447752 17649.2790795657 23937.9379278556 0 0
"210" 82124.0998416013 1.87597639680595 17627.5995769462 23914.6763524005 0 0
"211" 0 0 17319.0937702676 22990.2038585852 0 0
"212" 82721.2055873695 383.72902433104 17237.3586895159 22787.5372913443 0 0
"213" 120592.053775612 2818.49600002125 17065.18666972 22656.8822982437 0 0
"214" 141939.775377097 3966.20079515325 17040.2237343933 22573.3341354961 0 0
"215" 153389.019499139 4349.93345282593 17034.6999749278 22504.7222090412 0 0
"216" 158485.085178223 4316.77887629077 17032.8399836182 22447.2239607851 0 0
"217" 159332.328840751 3942.8790416189 17033.119859849 22396.8959484578 0 0
"218" 157101.838549032 3295.31870539265 17034.3591762473 22351.254451275 0 0
"219" 152435.892140428 2465.91146985392 17034.9787525682 22309.0534321271 0 0
"220" 145657.37574501 1587.59531244594 17032.8857497762 22270.0898842541 0 0
"221" 136898.95918111 827.915636150201 17025.8035547587 22234.9262921731 0 0
"222" 126226.082340965 324.529496286747 17012.4587616299 22204.1348602171 0 0
"223" 113741.470903019 89.2455609900257 16993.7805185937 22177.2880488189 0 0
"224" 99579.9097831085 16.5151181206421 16972.0490483868 22152.9178840115 0 0
"225" 83832.1833927666 2.03015620163613 16948.8858000653 22129.5707086324 0 0
"226" 0 0 0 0 2110.10543958458 528134.677926807
"227" 78723.9611325153 2778.05773964544 0 0 2102.67744734011 529705.866055707
"228" 122452.097249016 5385.25315088316 0 0 2094.42425319273 529739.756256611
"229" 147892.778876592 6838.32199220865 0 0 2092.16937432795 529793.930654172
"230" 162212.344096942 7686.21377478988 0 0 2090.36240874111 529768.251127077
"231" 169434.638920912 8040.05246912657 0 0 2088.7627127698 529673.498565075
"232" 171835.834848624 7973.62759656076 0 0 2087.26984872758 529517.287119934
"233" 170755.794921733 7543.25695662249 0 0 2085.81837321471 529305.589312236
"234" 167001.457976144 6797.96869863191 0 0 2084.36677699673 529044.335473575
"235" 161057.007865702 5789.54109844592 0 0 2082.8942087412 528741.368849105
"236" 153195.99852044 4585.15697459691 0 0 2081.40283093787 528409.305202407
"237" 143540.200381 3284.29824615405 0 0 2079.92439598274 528069.49602995
"238" 132092.764008362 2034.72342091878 0 0 2078.52357577426 527755.236041571
"239" 118778.22388533 1021.15330268125 0 0 2077.27540251359 527506.805080523
"240" 103525.926883939 382.910891058113 0 0 2076.19912210773 527349.082773504
"241" 0 0 13820.18246907 31214.3447435439 2219.99258471037 559407.829149287
"242" 76656.1944059073 3403.06358490042 13812.9569484724 31134.1246993067 2205.11514358584 559111.703328249
"243" 119838.621285662 5782.64162345214 13820.9532296077 31123.9083789944 2201.89420118185 559230.039838774
"244" 144721.175093733 7372.03791794982 13827.057127631 31116.4476478424 2199.53286957604 559266.396000811
"245" 158702.504575197 8337.90687995898 13832.3749836126 31110.5762939864 2197.59642207153 559231.979589863
"246" 165716.923398768 8788.57327396646 13837.4719094325 31105.7258771747 2195.91141952058 559135.400629898
"247" 167985.787201708 8800.20320146249 13842.6232861469 31101.4683280316 2194.36612299997 558982.452490652
"248" 166817.428266184 8429.96196027825 13847.9540681479 31097.4772978759 2192.8860348692 558777.552608257
"249" 163001.601652188 7725.68684933506 13853.4920390267 31093.495002543 2191.42164276519 558524.939965302
"250" 157015.427744808 6734.94922554351 13859.1770530757 31089.3091466702 2189.94317229993 558230.123014136
"251" 149134.265121482 5515.98136575904 13864.8382859526 31084.7396334331 2188.44069612615 557902.036439891
"252" 139490.711149923 4152.70589296963 13870.140318099 31079.6320446059 2186.92881247671 557556.290923206
"253" 128105.286961137 2772.92616425813 13874.5108263604 31073.8480136638 2185.45245469732 557218.946235927
"254" 114912.117260034 1554.73448110746 13877.1326171071 31067.2294968616 2184.07967075176 556926.568692731
"255" 99815.1816023251 679.717993384449 13877.2108515054 31059.5416020507 2182.85657125028 556712.976152903
"256" 0 0 21851.6380928264 46839.6983629406 2279.30891514237 576254.046051336
"257" 75736.9688897858 3528.96038786087 21860.7394481318 46753.4797558094 2265.8945110908 576035.351612239
"258" 118340.817304919 6008.33295512069 21878.6312497749 46735.235906011 2262.57184162902 576138.774754431
"259" 142859.28071953 7682.57226397017 21891.862273846 46721.7245896653 2260.10138528097 576165.605696658
"260" 156609.755438645 8719.02199934553 21902.8913048628 46711.3125751664 2258.09049725732 576126.479416318
"261" 163474.662338354 9228.13191638172 21912.9604468491 46702.9713119842 2256.35607401094 576028.860389068
"262" 165643.669627877 9287.44339084935 21922.7079880811 46695.9306431137 2254.77967492189 575877.668022091
"263" 164405.892243693 8954.6948187028 21932.4582475624 46689.6064846318 2253.28194383815 575676.567633762
"264" 160539.808672084 8277.30465748541 21942.3406564344 46683.5365384517 2251.80924908748 575428.994005125
"265" 154516.859808157 7300.97241164718 21952.3244501301 46677.3326596764 2250.32744608853 575139.367808974
"266" 146611.470005153 6079.74316741454 21962.1964945734 46670.6474492505 2248.82086244736 574814.913358816
"267" 136960.144351845 4689.85616260008 21971.4859307163 46663.1495681128 2247.29578277045 574468.481946197
"268" 125591.855296949 3247.81919814814 21979.3473257071 46654.4981013773 2245.78631561075 574122.220247595
"269" 112449.133567087 1922.85951351744 21984.5010346053 46644.301152296 2244.35253848975 573809.253388425
"270" 97431.3260609185 908.546193558223 21985.536516812 46632.0807719554 2243.04787283359 573565.135400657
"271" 0 0 26988.6613243348 55439.9717441213 2317.20294842466 587056.037006394
"272" 75195.8410696909 3609.21845569123 27011.752506666 55351.3600643759 2304.53230923576 586880.447858744
"273" 117427.817950285 6154.40843257967 27038.6475420682 55326.9536618615 2301.13153660402 586975.986811218
"274" 141699.688252371 7884.53304532525 27058.2973800651 55308.863826481 2298.59326984465 586997.795877297
"275" 155287.013263625 8967.83884350518 27074.3668685673 55295.0756632045 2296.53625391753 586956.292383999
"276" 162042.356899919 9516.03522716832 27088.7105245855 55284.2154066951 2294.77130240645 586858.398210398
"277" 164135.945224096 9607.50140405671 27102.3003551419 55275.2569156171 2293.17585280735 586708.583916921
"278" 162844.545393852 9300.35230582274 27115.6495709005 55267.4240357446 2291.66758304435 586510.109854199
"279" 158939.047686066 8641.80575536084 27128.991886808 55260.1026519547 2290.19038644612 586265.965816665
"280" 152886.735516972 7676.51461072202 27142.3420533805 55252.7737600956 2288.70754941432 585979.962692444
"281" 144960.773673218 6456.12158088461 27155.4796215976 55244.9632279193 2287.20007378458 585658.357635097
"282" 135299.355457842 5052.34918779656 27167.8632028474 55236.2003393288 2285.66940087341 585312.41321908
"283" 123936.129782164 3574.67587144239 27178.484986516 55225.975166392 2284.14300074495 584961.906171895
"284" 110819.361164724 2185.42080448024 27185.7663380865 55213.6879574059 2282.67489260393 584637.484760904
"285" 95848.2971936994 1081.69487365165 27187.8460231777 55198.6343494144 2281.32028047362 584374.718274466
"286" 0 0 30450.0795854574 60369.5622141026 2343.39252156526 594517.023742699
"287" 74877.7152641571 3664.95598634542 30484.1891489603 60278.0193636621 2331.14914601049 594368.723015328
"288" 116866.527292754 6256.68533441554 30518.5136294046 60248.5826970135 2327.69282680577 594460.276130739
"289" 140967.923584925 8026.49586598288 30543.4342586861 60226.789229538 2325.10937712889 594479.525093235
"290" 154437.956496521 9143.28970413974 30563.6118538336 60210.2791229042 2323.02180839153 594436.946626987
"291" 161112.099959946 9719.58619105524 30581.4060316638 60197.3933310665 2321.2368649152 594339.225726929
"292" 163148.472016763 9834.31627626075 30598.0640049939 60186.898705194 2319.62923571412 594190.601144591
"293" 161815.755739756 9545.8520956943 30614.2555413648 60177.8665957427 2318.11462307593 593994.103934136
"294" 157879.675650075 8901.29331511762 30630.3025612872 60169.5648079085 2316.63528172005 593752.456288205
"295" 151804.542867891 7944.62162616264 30646.2619542138 60161.3750421302 2315.15281391754 593469.089453134
"296" 143862.436730148 6725.91856449009 30661.9159617563 60152.7294941179 2313.64605768397 593149.647742715
"297" 134192.40088534 5313.93310880829 30676.6808009435 60143.0565286044 2312.11329250395 592804.372308714
"298" 122830.974613555 3813.37174037058 30689.4416842801 60131.7246514807 2310.57753344432 592451.472153695
"299" 109730.377873783 2381.33398409876 30698.4133107705 60117.9826866041 2309.08828728358 592119.812540031
"300" 94790.7604995107 1215.67891548967 30701.4008017688 60100.9552036874 2307.70077613567 591844.553357568
"301" 0 0 32842.2689813154 63172.2243038241 2362.55272408681 599949.587415712
"302" 74705.1765817835 3706.11718998361 32884.5866967231 63076.8609943563 2350.58366820218 599821.023146855
"303" 116538.100002127 6332.65517744771 32924.6224084203 63042.8421563287 2347.08687058446 599910.805407189
"304" 140522.19974828 8132.29415202506 32953.5776921723 63017.7050379067 2344.47147812474 599928.880691019
"305" 153907.959670572 9274.39195743193 32976.8911023928 62998.722041447 2342.36246706207 599885.944644622
"306" 160521.957885129 9872.02301589045 32997.3121149108 62983.9622153242 2340.56370129737 599788.609710165
"307" 162515.03269828 10004.5045407053 33016.2981721057 62972.0037141098 2338.94791618741 599641.001940235
"308" 161150.66104631 9730.39228393576 33034.637719079 62961.7837447213 2337.4294065196 599446.020382176
"309" 157191.095492492 9096.70578684638 33052.7193714033 62952.4702019534 2335.94926193198 599206.217770997
"310" 151098.577632845 8146.95536703807 33070.6323936292 62943.3649931119 2334.46789363617 598924.772408618
"311" 143144.376411433 6930.11913941394 33088.1628243725 62933.8300841483 2332.96261692442 598606.910685793
"312" 133468.049933829 5512.82860923818 33104.6988174676 62923.2240995569 2331.42948342877 598262.167981189
"313" 122108.090736187 3996.32734502567 33119.0520541862 62910.8376977274 2329.88831805508 597907.650175537
"314" 109019.54921015 2533.6811208815 33129.2911927851 62895.8276258588 2328.38519639774 597570.90631778
"315" 94103.56751732 1322.46979166942 33132.9736405689 62877.2154073017 2326.97478190904 597286.622359817
"316" 0 0 34501.5192408262 64640.8389032834 2377.19465241679 604063.299171304
"317" 74635.7087721613 3738.01622439062 34549.4023453926 64540.5360676405 2365.41651555927 603950.332168231
"318" 116376.220632159 6391.80325641371 34593.4400941765 64501.859860644 2361.88900098549 604039.620456196
"319" 140282.540720977 8214.90068330686 34625.2053194057 64473.3550049991 2359.24977607899 604057.308101602
"320" 153609.089266574 9376.98640582137 34650.702845787 64451.8549746056 2357.12487673735 604014.393024309
"321" 160179.262730812 9991.53520758705 34672.9586234811 64435.1362658536 2355.31602162728 603917.505773015
"322" 162140.050003874 10138.1485151817 34693.575427055 64421.5843325541 2353.69447872718 603770.727768691
"323" 160751.803359136 9875.51866850914 34713.4217197018 64410.00520253 2352.17348133505 603576.88297083
"324" 156774.558298458 9250.6054154915 34732.9298455298 64399.4737287336 2350.69324108909 603338.41301472
"325" 150669.191952412 8306.56580461769 34752.2093285238 64389.2225799298 2349.21327602961 603058.319383656
"326" 142706.441516833 7091.54903689506 34771.047270622 64378.5592552675 2347.70976619086 602741.528567092
"327" 133026.254448512 5670.58884666516 34788.8116686376 64366.7967930055 2346.17710485046 602397.063478586
"328" 121668.546503683 4142.28274876773 34804.2633832338 64353.1853888647 2344.63272103476 602041.219392045
"329" 108590.465922768 2656.48399927903 34815.3690129636 64336.8448616516 2343.12001701551 601700.550703037
"330" 93693.9874187875 1410.10223220111 34819.5046508042 64316.7629862114 2341.69294424286 601409.313070106
"331" 0 0 35629.373529845 65216.317173015 2388.77891775489 607273.164441059
"332" 74644.4365319719 3763.74454978393 35680.3065317785 65109.6802877382 2377.14163395349 607173.231007119
"333" 116341.551547528 6439.6949047442 35726.6809720746 65065.8719976252 2373.58973955782 607262.752897703
"334" 140201.056165207 8281.95112902151 35760.0638284858 65033.685292129 2370.93179079721 607280.485054966
"335" 153488.321257993 9460.42020829913 35786.8242094281 65009.4057724193 2368.79446845988 607237.765238244
"336" 160027.840989184 10088.8782510717 35810.155124895 64990.4713942316 2366.97781588056 607141.291654045
"337" 161965.355653363 10247.1447939465 35831.7414281185 64975.0543452327 2365.35194200641 606995.140493294
"338" 160559.690386906 9994.01767379795 35852.4934256506 64961.8210695292 2363.8292375303 606802.094933592
"339" 156569.64319104 9376.40902262917 35872.8639593938 64949.7519335643 2362.34921800325 606564.521864332
"340" 150455.297270099 8437.19783146626 35892.969716031 64938.0143324663 2360.87069827928 606285.294547146
